word,romaji,explanation,properties,examples
しゅるしゅる,shurushuru,"rustling (as of silk), slithering (sound), whizzing, hissing",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ニタァ,nitaxa,"with a grin, showing a devilish smile",onomatopoeic or mimetic word; adverb taking the と particle,
ピロピロ,piropiro,"party horn, party blower",onomatopoeic or mimetic word; noun; noun (generic),
ぽっぽと,poppoto,"puffing, chugging; steaming; feeling hot",onomatopoeic or mimetic word; adverb,
ぴかり,pikari,"with a flash, brightly, dazzlingly, sparklingly, brilliantly",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
グーン,gu-n,"remarkably, noticeably",onomatopoeic or mimetic word; adverb taking the と particle,
くぱぁ,kupaxa,sound of vulva opening,onomatopoeic or mimetic word; manga slang; adverb,
ごゆっくり,goyukkuri,"slowly, unhurriedly, without haste, leisurely, at one's leisure",onomatopoeic or mimetic word; polite language; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ぱしぱし,pashipashi,with a snap,onomatopoeic or mimetic word; adverb taking the と particle; noun taking the genitive case particle の; adjective (generic),
パコパコ,pakopako,sound of typing on a keyboard; having sex,onomatopoeic or mimetic word; noun; noun (generic); adverb taking the と particle; adverb; noun or participle taking the aux. verb する,
パーン,pa-n,"Pan (Greek god); bang, boom, crack, sound of something exploding, bursting or cracking",noun; noun (generic); onomatopoeic or mimetic word; adverb taking the と particle,
ズブズブ,zubuzubu,"(sink) deeply (into mud, snow, etc.); (thrust) deeply (into a soft object); (involved) too deeply (in a matter, relationship, etc.); drenched, soaked, sodden; extremely (drunk)",onomatopoeic or mimetic word; adverb; adverb taking the と particle; な adjective; adjective (generic); archaic,
ぽっぽ,poppo,"puffing (smoke or steam), puff-puff (of a steam locomotive), chug-chug; steaming; (one's body) feeling hot; coo-coo (of a pigeon); choo-choo (train); pigeon, dove",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); children's language; noun,
ポイポイ,poipoi,tossing,onomatopoeic or mimetic word; adverb; adverb taking the と particle,
シュッシュッポッポ,shusshuppoppo,"chuff-chuff (sound of a steam engine), choo-choo, chug-chug, puff-puff",onomatopoeic or mimetic word; adverb taking the と particle,
ぴっしゃり,pisshari,slapping together (incl. sound); fitting tightly (incl. sound),onomatopoeic or mimetic word; adverb,
ぐしゃり,gushari,"squashed, crushed",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ボテボテ,botebote,"bulky (e.g. clothing), ungainly, heavy, big; poorly hit, weak",onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); noun or participle taking the aux. verb する; noun (generic); noun or verb acting prenominally; adverb taking the と particle; baseball; noun,
ボテッと,botextsuto,"podgily, plumply, thickly",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ほろっと,horotto,"touching, moving (to tears)",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ビューン,byu-n,"swish, whoosh, whizz",onomatopoeic or mimetic word; adverb taking the と particle,
ガブッと,gabuxtsuto,"chomping, gulping, with a big bite",irregular reading; onomatopoeic or mimetic word; adverb,
シャー,sha-,"whoosh (of water); hiss (of a cat, snake, etc.); sizzle",onomatopoeic or mimetic word; adverb taking the と particle,
キレキレ,kirekire,"agile (person's movements), nimble, adroit, lively, brisk, skillful",onomatopoeic or mimetic word; な adjective; adjective (generic); noun taking the genitive case particle の; adverb; noun or participle taking the aux. verb する; noun (generic),
きー,ki-,"screech, squeak, squeal",onomatopoeic or mimetic word; noun; noun (generic),
けろけろ,kerokero,"completely, entirely; nonchalantly, as if nothing happened",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ぴょん,pyon,"(jumping) nimbly, light-footed; boing; used at sentence end to affect cuteness","onomatopoeic or mimetic word; adverb; adverb taking the と particle; expression; jocular, humorous term; particle",
くしゅくしゅ,kushukushu,"crumply (cloth, clothing, etc.), ruffled; itchy and runny (nose)",onomatopoeic or mimetic word; な adjective; adjective (generic); noun or verb acting prenominally; noun or participle taking the aux. verb する; noun (generic),
すっくり,sukkuri,"straight, upright, erect; all, completely, thoroughly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ほっかり,hokkari,"pleasantly (warm); faintly, lightly; suddenly, unexpectedly; accidentally, carelessly; (gaping) wide, (opening one's mouth) wide",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ぎりぎり,girigiri,"grinding (sound), grating, gnashing; forcefully, strongly, with effort, (binding) tightly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ちゃかちゃか,chakachaka,"restlessly, restively, agitated, fidgety",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
すぽり,supori,"snugly (into hole, container, etc.), tightly (fitting, covering), firmly; (with a) pop (i.e. sound of a cork, etc. being pulled out of a hole in one movement), with a plop, (fall) straight",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ぽっこり,pokkori,"bulging (esp. stomach), sticking out",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
じわり,jiwari,"gradually, slowly but steadily",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
我利我利,garigari,"focusing on only one thing, obsessively, intensely; selfish, self-serving",ateji; rarely-used kanji form; onomatopoeic or mimetic word; usually written using kana alone; adverb; adverb taking the と particle; な adjective; adjective (generic),
ずっぷり,zuppuri,completely submerged (e.g. in water); completely soaked (e.g. with rain),onomatopoeic or mimetic word; adverb; adverb taking the と particle,
どきん,dokin,"being startled, getting a shock",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ジューッ,ju-xtsu,"fizzlingly, sputteringly",onomatopoeic or mimetic word; adverb taking the と particle,
ムカッ,mukaxtsu,being angry (suddenly),colloquial; onomatopoeic or mimetic word; expression,
がったり,gattari,"suddenly (esp. falling), dramatically",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
そろっと,sorotto,"soon, momentarily, before long, any time now",onomatopoeic or mimetic word; adverb,
たらり,tarari,"drop-by-drop, dripping, dribbling, in a trickle; loosely (hanging), limply",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
キュンキュン,kyunkyun,"heart-wrenchingly, with a thrill in one's heart",colloquial; onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
しゅー,shu-,"hiss, swish, whoosh, whiz, fizzle, sputter",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
モワッと,mowaxtsuto,"thickly (of smoke, steam, etc.), stiflingly (hot air), suffocatingly, pungently",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
むぎゅむぎゅ,mugyumugyu,"springy (texture), doughy, elastic",onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); noun or participle taking the aux. verb する; noun (generic),
タタタン,tatatan,"tappity-tap, tap-tap",onomatopoeic or mimetic word; expression,
バチコーン,bachiko-n,"thwap, smack",onomatopoeic or mimetic word; interjection,
ドロドロ,dorodoro,"rumbling (of thunder, drums, etc.), booming",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
うふん,ufun,"tee-hee; mmh (moan), aah",female term; onomatopoeic or mimetic word; interjection,
グニュッと,gunyuxtsuto,"gooily, with a squeeze, squishily, with a squish",onomatopoeic or mimetic word; adverb,
ぬるっと,nurutto,"oilily, slimily, slipperily",onomatopoeic or mimetic word; adverb,
ひーこら,hi-kora,"straining (with physical exertion), crying, groaning, huffing and puffing",onomatopoeic or mimetic word; adverb,
ちゃりん,charin,"with a clink (of metal), with a chink",onomatopoeic or mimetic word; adverb taking the と particle,
ばたっと,batatto,"with a thud, with a flop, with a plop, with a snap, with a crash; suddenly (stop, come to an end, etc.)",onomatopoeic or mimetic word; adverb,日本の小学校では週に一度全校生徒が出席する朝礼がある。校長先生が話をしている時、時々貧血でばたっと倒れる子がいる。; 彼は仕事中に急に意識を失いばたっと倒れた。
ビョンビョン,byonbyon,"bouncily, with a stretch, with a boing",onomatopoeic or mimetic word; adverb; adverb taking the と particle,ズボンのゴムがビョンビョンに伸びてしまい腰で止まらない。これでは外に履いていけないなぁ。; 彼女は暇を持て余したようで、自分の髪をくくっていたゴムを手に取り、伸ばしたり縮めたり、びょんびょんと遊んでいた。
ちょろり,chorori,"quickly, briefly; rashly, carelessly; (flowing) in trickles",onomatopoeic or mimetic word; adverb; adverb taking the と particle,ここのところ雨が降らず、断水中のせいで、水道の蛇口をひねってもちょろりとしか水がでない。; 嘘がばれてしまい、彼はちょろりと舌をだして逃げていった。逃げ足がはやい奴で困ったものだ。
キコキコ,kikokiko,with a squeaking sound (of metal),onomatopoeic or mimetic word; adverb; adverb taking the と particle,雨の日に自転車を外に置きっぱなしにしたせいでこぐとキコキコ音がするようになってしまった。; 母に買い物を頼まれたので、パジャマ姿で自転車をきこきこ運転し出掛けた。
にゅるり,nyururi,"with a wriggle, in a slithering motion, in a squiggle, with a spurt",onomatopoeic or mimetic word; adverb taking the と particle,ドジョウがにゅるりと顔を出した。; うなぎもにゅるりと動く。
パリン,parin,"with a crack, with a smash",onomatopoeic or mimetic word; adverb taking the と particle,ショックを受けた彼女はお皿を落としてしまい、パリンと割れた。; (家にいる時何かが割れる音が聞こえた) “今パリンって音がしたけど大丈夫？”
パタッと,pataxtsuto,"with a light thud, with a flop, with a (light) clap; suddenly (stop, come to an end, etc.)",onomatopoeic or mimetic word; adverb,
うそうそ,usouso,"uneasily, restlessly, erratically",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ワタワタ,watawata,"flustered, confused, panicked",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun,
わっさわっさ,wassawassa,"with a bustle, with a hubbub",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ぱくっと,pakutto,(gaping) widely,onomatopoeic or mimetic word; adverb,
ちょっぴし,choppishi,"a tiny bit, just a smidgin, a wee bit, very slightly",onomatopoeic or mimetic word; colloquial; adverb; adverb taking the と particle,
ゲフンゲフン,gefungefun,"ahem, cough-cough, noise in lieu of a comment or contrary view",onomatopoeic or mimetic word; interjection,
