index,word,romaji,explanation,properties,examples
1088,どきん,dokin,"being startled, getting a shock",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1089,ジューッ,ju-xtsu,"fizzlingly, sputteringly",onomatopoeic or mimetic word; adverb taking the と particle,
1090,ムカッ,mukaxtsu,being angry (suddenly),colloquial; onomatopoeic or mimetic word; expression,
1091,がったり,gattari,"suddenly (esp. falling), dramatically",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1092,そろっと,sorotto,"soon, momentarily, before long, any time now",onomatopoeic or mimetic word; adverb,
1093,たらり,tarari,"drop-by-drop, dripping, dribbling, in a trickle; loosely (hanging), limply",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1094,キュンキュン,kyunkyun,"heart-wrenchingly, with a thrill in one's heart",colloquial; onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1095,しゅー,shu-,"hiss, swish, whoosh, whiz, fizzle, sputter",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
1096,モワッと,mowaxtsuto,"thickly (of smoke, steam, etc.), stiflingly (hot air), suffocatingly, pungently",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1097,むぎゅむぎゅ,mugyumugyu,"springy (texture), doughy, elastic",onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); noun or participle taking the aux. verb する; noun (generic),
1098,タタタン,tatatan,"tappity-tap, tap-tap",onomatopoeic or mimetic word; expression,
1099,バチコーン,bachiko-n,"thwap, smack",onomatopoeic or mimetic word; interjection,
1100,ドロドロ,dorodoro,"rumbling (of thunder, drums, etc.), booming",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1101,うふん,ufun,"tee-hee; mmh (moan), aah",female term; onomatopoeic or mimetic word; interjection,
1102,グニュッと,gunyuxtsuto,"gooily, with a squeeze, squishily, with a squish",onomatopoeic or mimetic word; adverb,
1103,ぬるっと,nurutto,"oilily, slimily, slipperily",onomatopoeic or mimetic word; adverb,
1104,ひーこら,hi-kora,"straining (with physical exertion), crying, groaning, huffing and puffing",onomatopoeic or mimetic word; adverb,
1105,ちゃりん,charin,"with a clink (of metal), with a chink",onomatopoeic or mimetic word; adverb taking the と particle,
1106,ばたっと,batatto,"with a thud, with a flop, with a plop, with a snap, with a crash; suddenly (stop, come to an end, etc.)",onomatopoeic or mimetic word; adverb,日本の小学校では週に一度全校生徒が出席する朝礼がある。校長先生が話をしている時、時々貧血でばたっと倒れる子がいる。; 彼は仕事中に急に意識を失いばたっと倒れた。
1107,ビョンビョン,byonbyon,"bouncily, with a stretch, with a boing",onomatopoeic or mimetic word; adverb; adverb taking the と particle,ズボンのゴムがビョンビョンに伸びてしまい腰で止まらない。これでは外に履いていけないなぁ。; 彼女は暇を持て余したようで、自分の髪をくくっていたゴムを手に取り、伸ばしたり縮めたり、びょんびょんと遊んでいた。
1108,ちょろり,chorori,"quickly, briefly; rashly, carelessly; (flowing) in trickles",onomatopoeic or mimetic word; adverb; adverb taking the と particle,ここのところ雨が降らず、断水中のせいで、水道の蛇口をひねってもちょろりとしか水がでない。; 嘘がばれてしまい、彼はちょろりと舌をだして逃げていった。逃げ足がはやい奴で困ったものだ。
1109,キコキコ,kikokiko,with a squeaking sound (of metal),onomatopoeic or mimetic word; adverb; adverb taking the と particle,雨の日に自転車を外に置きっぱなしにしたせいでこぐとキコキコ音がするようになってしまった。; 母に買い物を頼まれたので、パジャマ姿で自転車をきこきこ運転し出掛けた。
1110,にゅるり,nyururi,"with a wriggle, in a slithering motion, in a squiggle, with a spurt",onomatopoeic or mimetic word; adverb taking the と particle,ドジョウがにゅるりと顔を出した。; うなぎもにゅるりと動く。
1111,パリン,parin,"with a crack, with a smash",onomatopoeic or mimetic word; adverb taking the と particle,ショックを受けた彼女はお皿を落としてしまい、パリンと割れた。; (家にいる時何かが割れる音が聞こえた) “今パリンって音がしたけど大丈夫？”
1112,パタッと,pataxtsuto,"with a light thud, with a flop, with a (light) clap; suddenly (stop, come to an end, etc.)",onomatopoeic or mimetic word; adverb,
1113,うそうそ,usouso,"uneasily, restlessly, erratically",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1114,ワタワタ,watawata,"flustered, confused, panicked",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun,
1115,わっさわっさ,wassawassa,"with a bustle, with a hubbub",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1116,ぱくっと,pakutto,(gaping) widely,onomatopoeic or mimetic word; adverb,
1117,ちょっぴし,choppishi,"a tiny bit, just a smidgin, a wee bit, very slightly",onomatopoeic or mimetic word; colloquial; adverb; adverb taking the と particle,
1118,ゲフンゲフン,gefungefun,"ahem, cough-cough, noise in lieu of a comment or contrary view",onomatopoeic or mimetic word; interjection,
1119,ムチムチ,muchimuchi,"plump, chubby, voluptuous",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1120,ぴょいと,pyoito,"lightly and nimbly, with agility",onomatopoeic or mimetic word; adverb,
1121,にゅるっと,nyurutto,"with a wriggle, in a slimy way, coweringly, hesitantly",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),うなぎもドジョウもにゅるっとしている。; うなぎをつかむとにゅるっと逃げた。
1122,にゅるにゅる,nyurunyuru,"slithering, wriggling",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1123,ごちょごちょ,gochogocho,"(going) on and on (about trivial matters), (complaining about) this and that, trivially (chatting)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1124,ピーポー,pi-po-,"nee-naw (sound of an emergency vehicle siren), wee-woo",onomatopoeic or mimetic word; noun; noun (generic),
1125,バチバチ,bachibachi,"crackling (of fire, fireworks, etc.), sparking, sputtering, spitting; to fight, to argue",onomatopoeic or mimetic word; noun; noun (generic); adverb taking the と particle; noun or participle taking the aux. verb する; adverb,
1126,ぴえん,pien,"boohoo, boo hoo, sniff sniff, sob sob, waa waa",slang; onomatopoeic or mimetic word; interjection,
1127,ぱさり,pasari,with a light thud,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
1128,ばさっと,basatto,"with a flap, with a snap, with a thud, with a crash, with a swish, with a rustle",onomatopoeic or mimetic word; adverb,
1129,バブー,babu-,goo-goo ga-ga,search-only kana form; onomatopoeic or mimetic word; interjection; adverb,
1130,バブバブ,babubabu,goo-goo ga-ga,onomatopoeic or mimetic word; interjection,
1131,ぽよぽよ,poyopoyo,"soft, bouncy",onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); adverb; noun or participle taking the aux. verb する; noun (generic),
1132,たゆんたゆん,tayuntayun,bouncy (esp. of breasts),onomatopoeic or mimetic word; な adjective; adjective (generic); adverb,
1133,びよーん,biyo-n,"sproing, boing",onomatopoeic or mimetic word; adverb taking the と particle,
1134,ピタピタ,pitapita,"with a patting motion, lightly (tapping); (sticking) fast, firmly, closely; sloshing (liquid), swaying",onomatopoeic or mimetic word; adverb; adverb taking the と particle; rare term; な adjective; adjective (generic),
1135,こてんこてん,kotenkoten,"completely (beaten, defeated, etc.), thoroughly, utterly, black and blue, to a pulp",onomatopoeic or mimetic word; adverb,
1136,ぽい,poi,"carelessly (throwing, tossing, etc.), nonchalantly, casually",onomatopoeic or mimetic word; adverb taking the と particle,
1137,ワン,wan,"woof, arf, bow-wow",onomatopoeic or mimetic word; interjection,
1138,ごとん,goton,"thump, clang, clank",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
1139,がたんごとん,gatangoton,clickety-clack,onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1140,濡れ濡れ,nurenure,"wetly, moistly",onomatopoeic or mimetic word; adverb,
1141,ヌレヌレ,nurenure,"viscously, sticky, gooey",onomatopoeic or mimetic word; adverb,
1142,ジュポジュポ,jupojupo,"slurp-slurp, suck-suck, sound of blowjob suction",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1143,ほーほー,ho-ho-,"hoot hoot, tu-whit tu-whoo; oh!, I see, huh!",onomatopoeic or mimetic word; interjection,
1144,のたり,notari,"relaxedly, leisurely, slowly, calmly",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun taking the genitive case particle の; adjective (generic),
1145,パフ,pafu,parp (horn sound),onomatopoeic or mimetic word; adverb taking the と particle; adverb,
1146,ホーホケキョ,ho-hokekyo,"hooo-hokekyo (call of the Japanese bush warbler), chirp-chirp, tweet-tweet",onomatopoeic or mimetic word; noun; noun (generic),
1147,こちゃこちゃ,kochakocha,"cramming in (many small things), jumbling together",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1148,シュンッ,shunxtsu,"with a whoosh, quickly (moving), instantaneously",onomatopoeic or mimetic word; adverb taking the と particle,
1149,ネチャネチャ,nechanecha,"gooey, viscous, sticky",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic); adverb taking the と particle,
1150,グチャリ,guchari,"with a squish, with a splat",onomatopoeic or mimetic word; adverb taking the と particle,
1151,どてん,doten,(with a) thud,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
1152,キュルキュル,kyurukyuru,"squeaking (of an engine, skis on snow, etc.)",onomatopoeic or mimetic word; adverb taking the と particle,
1153,ふわもこ,fuwamoko,"thick and fluffy, soft and lumpy",colloquial; onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); adverb; noun or participle taking the aux. verb する; noun (generic),
1154,ハフハフ,hafuhafu,alternately sucking in and blowing out air through one's mouth while eating something hot (in order to cool it down),onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1155,ぱかっと,pakatto,"with one's mouth wide open, gapingly",onomatopoeic or mimetic word; adverb,
1156,ぽんぽん,ponpon,"tummy, tumtum; bang-bang, pop-pop, tap-tap; without reservation, unreservedly, snappishly, outspokenly; one after another, successively",children's language; noun; noun (generic); onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1157,ガリッと,garixtsuto,"with a scraping sound, with a scratching sound; with a crunching sound (while eating)",onomatopoeic or mimetic word; adverb,
1158,バン,ban,bang; (with a) bang,noun; noun (generic); onomatopoeic or mimetic word; adverb taking the と particle,
1159,どろっと,dorotto,"thickly, stickily, viscously",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1160,パキッ,pakixtsu,"with a snap, with a crack",onomatopoeic or mimetic word; adverb taking the と particle,
1161,パツパツ,patsupatsu,"bursting at the seams, bulging; snip-snip (of scissors)",onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); な adjective; adverb,
